"";"classe 1";"classe 2";"classe 3";"classe 4"
"previamente";2,917;3,648;-5,261;-2,978
"ponderação";0,005;-8,807;-5,72;26,45
"pet";-0,552;-2,972;-0,258;9,226
"peso";1,196;-3,906;-5,49;8,847
"permanente";-4,346;37,907;-5,72;-3,537
"optar";0,653;5,691;-5,261;-1,531
"opositor";-1,825;1,195;2,607;-1,268
"ocasionar";0,005;-4,224;-3,523;13,974
"nulo";-8,219;-2,081;58,83;-5,711
"negócio";-7,791;0,233;27,197;-4,901
"mário";1,15;-5,633;15,004;-5,076
"moreira";-1,199;-1,951;-0,835;11,927
"melar";-2,281;-0,094;12,46;-1,585
"juazeiro";-9,133;-7,043;28,491;1,31
"intrusivo";-11,42;49,976;-0,719;-7,936
"indisponível";-2,733;-8,807;-5,72;49,223
"indiciária";4,073;-4,224;-2,743;2,036
"indevidamente";-3,824;10,042;-0,818;-0,094
"incumbente";-10,505;14,534;-3,088;1,448
"imperioso";13,959;-5,963;-3,305;0,011
"homem";-1,768;0,018;14,356;-4,594
"fragmento";-2,733;6,286;-1,857;0,212
"extraio";-0,016;-4,596;-0,977;10,487
"estender";0,005;1,296;-0,111;-0,891
"emergir";-2,259;3,326;-3,429;2,086
"embargado";5,74;-5,28;-1,411;0,706
"emanar";-5,482;-8,101;-3,088;49,856
"dotar";-3,959;0,124;-5,49;15,446
"dilação";37,394;-4,224;-5,72;-5,517
"desmentir";-5,062;41,679;-2,873;-6,982
"desincumbir";36,365;-7,748;-5,032;-2,703
"dedicar";-7,791;8,186;6,418;-4,901
"decadencial";27,583;-8,807;-5,72;-0,226
"danoso";-7,791;0,233;-3,088;17,074
"contínuo";-1,492;15,022;-0,111;-5,517
"contundente";-4,346;-0,053;-0,719;10,693
"contextualizar";-0,447;0,124;-5,49;6,233
"contemporâneo";3,898;-3,906;-3,305;2,374
"conquista";-10,505;-5,62;71,118;-2,978
"congruência";54,905;-8,807;-5,72;-7,936
"confiar";-8,676;46,669;-2,233;-6,029
"condutor";1,196;-0,013;-3,305;0,342
"cometer";-4,346;-2,557;0,483;10,693
"autêntico";-8,69;37,907;-3,523;-1,995
"atendimento";-0,029;-5,985;13,264;-0,384
"assis";27,583;-8,807;-5,72;-0,226
"assertiva";2,353;0,668;-0,059;-5,208
"administrador";-10,048;12,519;0,249;-0,417
"aderência";15,66;-0,471;-3,523;-3,537
"véspera";-10,963;35,274;-0,059;-5,208
"válido";-1,229;0,668;-0,59;1,13
"viana";-7,762;-5,985;74,509;-5,394
"troca";-10,505;3,648;-0,469;4,75
"tradução";-10,505;14,534;3,988;-4,901
"tocar";0,001;-2,372;4,185;-0,094
"suprimir";-1,479;2,031;-1,817;1,174
"sites";-10,963;53,817;-5,49;-3,256
"sindicato";-10,048;12,519;-5,032;3,42
"silveira";-10,048;-7,748;-5,032;69,516
"show";-5,062;24,971;-2,873;-1,311
"sancionadoras";13,959;-5,963;-5,49;0,342
"ré";12,319;-2,921;-1,411;-0,946
"redução";-9,133;56,942;-4,574;-6,347
"psess";-5,562;-6,338;-4,116;48,846
"propriedade";0,142;-0,76;0,217;0,004
"processamento";40,691;-5,963;-5,49;-5,208
"potencializar";-10,505;44,437;-5,261;-1,531
"pluralismo";-10,963;3,058;-5,49;15,446
"oficialmente";-2,529;2,16;0,548;-0,209
"obrigatório";3,898;-5,963;-1,672;2,374
"movimento";-3,578;32,66;-3,088;-4,901
"modificar";13,959;-0,336;-1,672;-5,208
"jogar";0,448;-1,504;11,704;-6,664
"inviável";3,898;-1,092;-1,672;0,011
"inviabilidade";9,349;-2,015;-3,088;-0,068
"intimidade";-0,298;-1,521;-3,658;12,947
"interlocutor";-0,372;5,983;0,026;-3,983
"instrutório";19,424;-0,891;-1,491;-7,3
"inequivocamente";3,573;-0,124;-5,032;0,124
"indiciários";31,197;-5,985;-3,887;-3,079
"inconstitucional";-6,896;-0,531;5,283;2,265
"inautêntico";-9,133;42,589;-4,574;-2,168
"inauditável";-10,963;-2,282;75,4;-7,618
"iminente";-7,343;35,637;-1,314;-4,594
"ideologia";-9,133;2,034;-2,445;10,487
"guarda";1,15;-0,009;-3,658;0,452
"gravemente";-3,578;14,534;-5,261;0,052
"geromel";-9,133;-7,043;22,682;2,783
"foto";-3,808;20,105;-0,172;-4,441
"fluxo";0,001;6,999;-2,233;-1,908
"fixo";2,046;-0,703;-2,873;0,725
"finalmente";-0,933;-4,257;10,406;0,053
"federação";-3,203;4,324;-0,002;-0,022
"experiência";1,301;5,097;-1,143;-6,664
"equivalente";-2,115;0,082;11,334;-3,171
"enfrentamento";-0,008;11,134;-5,261;-1,531
"dono";-1,318;-2,815;16,824;-0,586
"domínio";13,959;-3,906;0,08;-5,208
"dividendo";-10,048;41,679;-5,032;-1,311
"detalhe";-0,293;-2,015;27,197;-7,3
"desempenhar";6,8;-2,015;0,151;-2,978
"defensivo";13,959;-0,013;-3,305;-5,208
"culpa";-0,074;-0,002;2,607;-1,268
"controvertido";12,302;-2,015;-1,491;-1,531
"continental";-10,505;58,024;-5,261;-4,901
"concepção";-8,24;7,182;-0,59;1,13
"competição";-3,959;-3,906;-5,49;39,937
"coligir";10,695;-7,748;-2,873;0,725
"cerimonial";-10,505;22,692;2,134;-7,3
"cair";-7,343;-0,703;35,79;-2,703
"banco";-6,391;2,064;5,45;-0,733
"avançar";3,573;-1,755;4,596;-6,982
"autonomia";-10,963;13,04;-5,49;4,075
"anormal";-2,115;-0,188;-2,286;11,554
"afetado";-3,959;-2,282;-3,305;28,771
"advertir";0,045;3,058;-0,59;-1,759
"admissão";52,705;-8,454;-5,49;-7,618
"adesão";-10,963;25,08;-0,059;-1,759
"abril";-10,505;-0,891;46,569;-2,978
"viii";1,742;2,034;-0,977;-3,983
"validade";10,695;-7,748;-5,032;1,823
"sólido";4,016;0,306;-4,345;-0,713
"sucesso";-7,791;22,692;-1,491;-0,561
"sti";-9,59;-4,936;81,609;-6,664
"sobrevir";-0,48;3,914;-3,887;0,266
"soares";-9,133;-1,263;1,721;10,487
"reputar";15,724;-4,936;-4,803;-0,001
"red";0,653;-8,101;-5,261;17,074
"recebido";0,001;-6,69;0,076;5,653
"rebater";-6,896;22,527;0,003;-4,288
"protagonista";0,653;-0,219;-5,261;2,861
"prevalência";-0,983;0;-3,088;7,116
"preponderante";8,817;-1,796;-3,887;-0,003
"ponderado";-5,482;-8,101;-5,261;56,988
"plateia";-5,482;32,66;-0,469;-7,3
"pi";-7,791;-8,101;-5,261;64,596
"opinar";1,582;-0,891;0,151;-0,561
"objetivamente";0,26;0,018;-0,358;-0,022
"mormente";0,04;1,593;-4,803;0,234
"mitigar";0,653;-0,219;-5,261;2,861
"mercado";-6,391;10,66;-1,214;0,156
"marino";-0,008;0,082;3,029;-3,171
"loja";-3,194;-0,501;20,844;-2,219
"lesão";-1,891;-0,153;-0,172;5,158
"lesivo";-10,505;-8,101;-5,261;72,681
"lavra";24,079;-7,396;-2,658;-1,101
"jingle";-6,45;49,505;-4,574;-6,347
"inocorrência";19,68;-7,396;-4,803;-0,001
"indefiro";44,314;-8,101;-5,261;-4,901
"imprescindibilidade";33,143;-5,62;-5,261;-2,978
"implementar";-3,578;3,648;2,134;-1,531
"imparcialidade";2,917;0;-3,088;-0,068
"ilustrar";-10,048;4,324;7,248;-1,311
"generalizado";-0,008;6,003;-2,286;-1,083
"fácil";-1,473;14,069;0,003;-6,664
"formulação";15,661;-2,015;-1,491;-2,978
"fiscalização";-2,48;2,034;-2,445;2,783
"família";-10,048;16,196;2,545;-4,594
"fabricar";-10,505;38,322;-0,022;-7,3
"extinguir";50,506;-8,101;-5,261;-7,3
"extemporâneo";-7,343;0,018;-5,032;23,464
"estabelecido";-0,293;-5,62;-5,261;26,095
"especulação";0,126;2,034;0,026;-3,983
"equivaler";-1,193;2,034;3,561;-3,983
"empreender";4,656;0,233;-5,261;-0,561
"dolo";0,006;-1,055;4,581;-0,951
"divergente";31,028;-7,748;-1,314;-4,594
"devasso";9,632;-0,501;-1,6;-2,219
"descumprimento";2,277;-2,372;-4,345;3,388
"denunciar";-4,645;-0,053;20,645;-2,433
"deliberado";-10,048;35,637;-2,873;-1,311
"crivo";32,054;-4,596;-2,445;-6,347
"corrente";-1,768;0,018;0,249;0,725
"correlato";9,349;-8,101;0,854;-1,531
"controverter";28,166;-5,62;-1,491;-4,901
"contraponto";-10,505;38,322;-1,491;-2,978
"contestar";-0,983;14,534;-1,491;-2,978
"concretizar";-6,391;10,66;-0,172;-0,053
"comprometido";-10,505;-0,891;-3,088;37,023
"cometimento";1,443;-2,081;-2,024;2,167
"científico";-5,482;32,66;-5,261;-1,531
"categórico";0,003;-3,28;-2,873;11,201
"bolha";-10,048;48,194;-5,032;-2,703
"aumentar";-8,676;46,669;-2,233;-6,029
"ater";-7,343;16,196;-1,314;-0,022
"associação";-9,59;45,389;-1,143;-6,664
"aparato";-4,645;38,93;-2,658;-6,664
"anotação";5,524;-3,28;2,545;-4,594
"amanhã";-7,343;-3,28;66,847;-6,982
"alusivo";-0,983;-2,015;-0,469;9,959
"alimentar";-5,062;9,314;1,096;-2,703
"alertar";-5,062;2,538;2,545;-0,417
"aceito";-1,768;-0,703;2,545;0,725
"óbice";13,915;-5,277;-2,873;-0,022
"ético";2,046;-3,28;-5,032;5,516
"vertente";0,448;0,071;-1,143;-0,001
"transformação";-10,048;35,637;-5,032;-0,417
"trago";7,898;-5,277;-0,358;-0,022
"tom";-5,062;20,347;-0,358;-2,703
"tipificação";-1,768;-0,703;-0,002;5,516
"tabela";-1,473;14,069;0,003;-6,664
"sindical";-4,243;17,462;-3,429;-0,136
"sepúlveda";-7,343;-7,748;-5,032;61,443
"retratar";-0,933;-0,244;-0,099;3,388
"respel";-0,552;-7,396;-4,803;31,266
"respeitado";-1,799;0,501;4,904;-1,655
"repórter";-6,848;17,462;0,02;-2,487
"remover";-6,391;39,844;-3,201;-4,441
"pátria";-6,45;-0,011;13,049;-0,181
"programação";-5,062;1,225;7,248;-1,311
"precisamente";-1,768;2,538;-5,032;3,42
"possivelmente";-7,343;-0,124;10,501;0,124
"performance";-6,896;32,967;-1,143;-4,288
"percentual";-8,676;-4,257;45,779;-0,713
"pa";-3,203;-7,748;-2,873;40,212
"orgânico";-2,638;25,383;-3,658;-2,782
"ofender";-2,48;-1,263;-2,445;18,363
"observador";-9,59;-1,504;62,588;-6,664
"obrigação";13,927;-4,596;-4,574;0,01
"objetivar";-0,895;0,003;0,646;0,056
"modificativo";36,365;-5,277;-5,032;-4,594
"menezes";-6,848;-5,28;2,155;14,912
"liderança";-5,062;6,582;7,248;-6,982
"junior";0,13;-3,871;-2,514;9,432
"jairo";-8,676;-1,034;-0,818;25,63
"insuficiente";5,984;-1,796;-3,887;0,266
"informatizado";-10,048;0,385;35,79;-6,982
"implícito";-0,757;0,385;0,249;-0,022
"imaginário";-9,59;18,05;3,018;-6,664
"giuseppe";-7,762;-5,985;74,509;-5,394
"gastar";-3,422;-0,135;21,522;-3,379
"fundar";2,046;-5,277;-5,032;8,109
"faculdade";10,695;-7,748;1,096;-2,703
"facilmente";-1,768;20,347;-1,314;-4,594
"expedir";-3,203;6,582;2,545;-4,594
"emenda";1,742;-4,596;1,721;-0,181
"eliminar";0,941;2,538;-0,002;-6,982
"dicção";26,115;-7,748;-2,873;-1,311
"desvirtuar";-5,062;12,519;-5,032;0,725
"desenvolvido";1,301;-0,531;-0,258;-0,001
"demarcar";21,625;-0,124;-5,032;-6,982
"delicado";-7,343;-0,124;-2,873;23,464
"decisivo";2,046;-0,124;-1,314;-0,022
"convincente";5,522;-4,576;-1,022;0,32
"conveniência";7,656;-0,377;-0,171;-3,983
"contratante";3,826;0,082;-0,488;-3,171
"consolidar";-3,203;6,582;-1,314;0,124
"comunicacional";-10,048;16,196;-0,358;-0,022
"complexidade";0,941;0,018;-0,002;-1,311
"comercial";-1,199;10,308;-0,835;-1,627
"cliente";10,967;-1,759;-1,142;-1,585
"categoricamente";-7,305;-3,252;59,768;-5,076
"carta";-0,757;-0,124;2,545;-0,022
"battisti";-7,762;-3,585;64,13;-5,394
"atentado";-5,062;1,225;10,501;-2,703
"assemelhar";-0,222;2,557;-4,345;0,588
"apreço";-2,48;-4,596;-0,977;23,123
"aporte";-3,203;-5,277;-2,873;34,131
"aparente";-0,016;5,983;-4,574;-0,181
"anulação";-0,105;0,029;-4,116;4,096
"antigo";-2,48;15,809;-0,977;-2,168
"altura";0,448;0,071;1,383;-4,288
"acessado";-4,564;6,003;3,029;-3,171
"ávila";-0,694;3,179;-4,116;0,847
"trocar";-1,473;0,071;15,859;-6,664
"tido";4,335;-7,396;-2,658;4,064
"tempestivo";6,518;-7,396;-4,803;4,064
"tecer";13,927;-1,263;-0,977;-3,983
"standard";15,724;-7,396;-4,803;0,234
"solucionar";34,207;-7,396;-1,143;-6,664
"solicitado";29,018;-5,633;-1,612;-5,076
"sentença";13,927;-7,043;-4,574;0,386
"repetição";0,48;0,501;-0,044;-1,655
"renovar";6,244;-2,372;-2,233;0,053
"regulação";-1,536;17,515;-2,972;-1,909
"reação";-4,232;12,013;1,721;-6,347
"razoabilidade";0,448;-2,972;-0,258;2,265
"pôr";-0,016;-1,263;0,026;1,31
"propício";2,596;5,097;-2,658;-6,664
"prontamente";-4,645;27,499;-1,143;-4,288
"projetar";-2,134;10,042;-0,818;-0,713
"porta";-0,222;2,557;2,119;-6,029
"plausível";0,701;2,034;0,026;-6,347
"petrobras";0,433;0,024;-0,086;-0,367
"pegar";-8,219;-6,338;78,897;-5,711
"ordenar";5,219;-0,377;-0,977;-0,901
"nobre";0,028;3,326;-0,275;-2,487
"monólogo";-6,005;13,632;2,119;-6,029
"mente";0,448;1,593;0,003;-4,288
"melhoria";-9,133;24,96;0,026;-3,983
"lxxviii";29,905;-6,69;-4,345;-1,908
"janino";-7,762;-5,985;74,509;-5,394
"isonômico";-2,48;0,165;-4,574;10,487
"inaugural";39,936;-7,396;-4,803;-4,288
"global";-0,074;14,069;-1,143;-6,664
"gestor";-6,896;-1,504;11,704;0,988
"fórum";-9,59;-0,531;-4,803;37,239
"farsa";-9,133;-0,377;49,887;-6,347
"falsidade";0,001;1,158;-4,345;0,588
"factual";-9,59;32,967;0,003;-6,664
"endereço";-3,194;1,032;6,875;-2,219
"eficiência";5,237;0,024;-1,6;-2,219
"dificultar";0,001;13,632;-4,345;-3,68
"diferenciar";2,598;2,616;-3,658;-2,782
"descrédito";-1,473;14,069;-4,803;-0,29
"descontextualizadas";-9,59;14,069;-1,143;0,234
"custeio";-3,026;3,914;-0,524;0,266
"cronológico";-0,552;5,097;0,003;-2,433
"correr";-1,473;0,585;11,704;-6,664
"contábil";2,458;-3,167;-0,333;0,423
"contrariar";-0,105;0,029;-2,024;2,167
"contrapor";-2,837;7,592;-1,143;-0,001
"consumação";46,108;-7,396;-4,803;-6,664
"conflitante";37,749;-7,043;-4,574;-3,983
"competidor";-9,59;3,097;-4,803;12,59
"comemoração";-8,219;37,005;-4,116;-1,655
"coibir";-4,645;-2,972;-4,803;37,239
"cautela";0,448;0,585;0,003;-2,433
"caputo";-6,896;-0,053;-4,803;25,814
"bastos";-6,896;-0,053;-4,803;25,814
"basicamente";-0,694;-0,819;16,265;-3,379
"apontamento";2,277;1,158;-0,818;-3,68
"adquirir";-0,411;8,528;-0,089;-4,123
"acréscimo";15,724;-4,936;-4,803;-0,001
"achado";-1,479;2,031;5,734;-5,394
"absurdo";-6,896;10,583;5,283;-6,664
"abrangente";0,448;-0,053;-4,803;2,265
"viabilidade";4,016;-4,257;0,749;-0,713
"unir";-3,422;5,384;-2,024;0,847
"ultrapassar";-0,016;2,034;0,026;-2,168
"transferir";-9,133;0,165;34,962;-6,347
"suspenso";12,319;-2,921;-3,429;-0,136
"substantivo";-1,193;-7,043;-4,574;34,286
"slide";-6,848;-2,921;55,409;-4,758
"sistêmico";-4,232;20,124;-4,574;-0,181
"significado";-4,232;2,034;0,026;0,386
"sala";-7,305;-1,521;50,241;-5,076
"roger";-8,219;30,754;-4,116;-0,54
"rodrigo";-7,762;-3,585;-0,01;25,576
"reverberar";-9,133;8,738;-2,445;2,783
"reputado";3,248;-2,67;-0,171;0,01
"punível";-2,134;-2,372;-4,345;25,63
"propriamente";-3,422;15,469;-0,044;-3,379
"proporção";-3,824;33,466;-4,345;-3,68
"permear";-4,232;20,124;-4,574;-0,181
"operador";1,623;-0,188;0,86;-3,171
"nancy";-9,133;-2,67;-4,574;47,641
"morar";-0,105;-0,819;16,265;-5,711
"metodologia";5,219;0,839;-2,445;-3,983
"marcha";13,927;-0,011;-4,574;-3,983
"luís";7,434;-0,819;-2,024;-0,54
"ligação";-0,599;1,793;-0,015;-0,18
"itamaraty";-6,848;12,888;2,155;-4,758
"introduzido";-1,193;-7,043;-4,574;34,286
"indiscriminado";8,773;-1,407;-0,914;-1,268
"impedimento";1,742;-1,263;-4,574;2,783
"imaginar";-4,232;-4,596;58,342;-6,347
"guiar";22,059;-1,263;-4,574;-3,983
"frisar";5,219;0,165;-0,977;-3,983
"frase";-8,676;4,505;14,561;-6,029
"fotografia";-0,694;-0,135;7,956;-1,655
"forjar";-6,45;36,192;-0,977;-6,347
"fls";5,984;-0,055;-0,524;-3,079
"faixa";-5,934;1,047;3,393;-0,007
"esconder";-6,391;0,684;19,327;-4,441
"escala";-8,676;33,466;-0,818;-3,68
"equivocar";3,248;-0,011;0,026;-3,983
"ensejo";6,244;1,158;-2,233;-6,029
"doutrinário";-2,48;-7,043;-4,574;40,69
"documentário";-2,638;25,383;-1,612;-5,076
"distorção";-6,45;36,192;-4,574;-2,168
"diplomata";-6,45;30,316;-0,171;-6,347
"desviante";-6,45;-0,011;-4,574;23,123
"desnecessidade";20,058;-4,257;-2,233;-1,908
"demandado";3,248;-2,67;-4,574;2,783
"deliberação";4,016;-4,257;0,749;-0,713
"cívico";-7,305;45,542;-3,658;-5,076
"célere";7,434;0,029;-2,024;-3,379
"cristina";3,548;-1,407;-0,914;0,002
"cotejo";0,126;0,165;-2,445;0,386
"costa";-0,411;-0,764;1,274;0,32
"corrigir";-2,134;1,158;6,947;-3,68
"cooperação";3,248;-0,011;-0,977;-0,901
"conversão";0,126;0,684;0,922;-4,441
"constrangimento";-0,151;0,003;0,646;-0,136
"consequentemente";13,927;-4,596;-4,574;0,01
"comunicativo";-9,133;-7,043;-4,574;63,188
"comparativo";0,126;-0,377;3,561;-2,168
"circular";-8,676;27,686;0,076;-6,029
"cabeça";-8,676;-4,257;63,14;-3,68
"cabal";-0,016;-0,011;0,543;-0,181
"banimento";0,175;-1,759;5,665;-1,585
"alterado";-2,48;0,839;13,049;-6,347
"al";-4,232;0,839;-2,445;7,371
"acolhido";32,054;-7,043;-2,445;-3,983
"abarcar";1,443;1,551;-4,116;-0,54
"waters";-8,219;30,754;-4,116;-0,54
"vigilância";-3,824;27,686;-2,233;-3,68
"veemente";-4,107;0,25;-2,057;8,943
"valorar";20,058;-4,257;-2,233;-1,908
"utilidade";24,737;-2,372;-2,233;-6,029
"série";-2,638;1,097;6,696;-2,782
"suceder";15,87;-0,244;-4,345;-3,68
"sensível";-1,799;-0,135;0,157;2,167
"saúde";-8,219;19,986;0,157;-3,379
"sabido";6,244;-4,257;-4,345;1,699
"respeitoso";8,692;-0,058;-2,972;-1,909
"repúdio";-8,676;46,669;-4,345;-3,68
"replicar";-0,151;12,888;-3,429;-2,487
"religioso";-6,005;0,306;-4,345;15,909
"reiteradamente";-2,134;13,632;-0,099;-3,68
"recorrível";41,712;-6,69;-4,345;-6,029
"racionalidade";41,712;-6,69;-4,345;-6,029
"prosperar";27,762;-2,081;-4,116;-5,711
"propina";0,308;-2,27;6,529;-1,909
"privativo";-2,134;1,158;-0,818;1,699
"poderio";-8,676;-4,257;-4,345;51,993
"pessoalmente";-3,824;6,999;0,749;-1,908
"personalidade";-8,676;4,505;4,185;-0,713
"oscar";-2,281;3;0,007;-0,045
"ofertar";2,273;-1,002;0,074;-0,733
"obrigatoriedade";23,498;-5,633;-3,658;-1,172
"obedecer";-8,676;-1,034;-4,345;37,658
"naturalmente";-0,105;8,168;-0,667;-3,379
"míngua";15,87;-4,257;-4,345;-0,094
"mote";-1,479;28,059;-3,887;-5,394
"mirar";-6,005;39,794;-2,233;-6,029
"minucioso";-1,799;-0,819;2,586;0,847
"midiático";-6,005;0,306;-4,345;15,909
"litigante";35,563;-6,69;-4,345;-3,68
"levantar";-1,479;-0,055;18,197;-5,394
"legitimado";22,663;-6,338;-4,116;-0,54
"juridicamente";-0,222;0,001;-4,345;5,653
"invalidação";2,277;-6,69;-0,818;3,388
"intérprete";-6,005;1,158;-0,099;3,388
"instituir";-0,933;-1,034;-0,818;8,495
"insegurança";8,963;-1,034;-4,345;-0,094
"inconformismo";29,905;-2,372;-4,345;-6,029
"inacessível";-8,676;4,505;-4,345;8,495
"impropriedade";1,022;-1,639;-0,001;0,062
"governante";-8,219;15,469;-4,116;0,847
"fulminar";35,563;-6,69;-4,345;-3,68
"felipe";8,817;-3,585;-0,524;-0,384
"favorecimento";-6,005;13,632;-4,345;0,588
"exercitar";-0,222;13,632;-2,233;-3,68
"executar";-8,676;54,091;-4,345;-6,029
"estranho";8,963;0,306;-4,345;-3,68
"escopo";0,001;0,306;-4,345;1,699
"errado";-8,676;6,999;6,947;-3,68
"dissociar";0,028;0,003;-1,411;0,706
"desconformidade";-4,68;-5,633;-3,658;42,561
"depoente";-7,762;-0,62;45,707;-5,394
"correção";8,963;-6,69;0,749;-1,908
"correspondente";2,273;-2,594;0,922;-0,733
"controlar";-7,305;11,074;-1,612;0,452
"conselho";-1,891;4,187;2,713;-4,441
"conluio";-1,891;7,052;0,074;-2,196
"concorrer";0,269;0,001;-0,818;0,053
"coeso";0,284;-3,252;-1,612;5,895
"cadeira";-8,219;-2,081;34,24;-0,54
"autopromoção";-7,762;6,408;9,11;-5,394
"atitude";-3,422;3,179;2,586;-1,655
"asepa";11,023;-3,519;-2,286;-0,091
"argumentação";-2,134;6,999;-0,099;-0,713
"aparência";-4,68;15,193;-1,612;-0,248
"apagar";-6,391;-2,594;51,055;-4,441
"anonimato";1,443;-0,135;-4,116;0,847
"andrighi";-8,676;-6,69;-4,345;60,025
"andrade";-2,115;-3,519;33,707;-3,171
"amplificar";-8,676;54,091;-4,345;-6,029
"amparo";-0,222;0,306;-0,099;0,053
"americano";-3,824;22,454;-0,099;-6,029
"aliado";-0,029;9,515;-0,524;-5,394
"vulnerável";-7,762;-0,62;45,707;-5,394
"de";7,445;1,941;-151,139;46,221
"a";101,938;1,016;-153,652;-0,5
"em";30,402;4,871;-59,393;-1,521
"o";7,588;7,586;81,965;-197,548
"que";6,118;19,627;182,577;-381,345
"ser";-0,686;0,01;127,246;-89,688
"por";15,191;1,542;-8,961;-7,722
"se";43,928;2,882;-142,168;3,68
"para";-19,551;16,903;-1,005;2,22
"com";-0,402;70,936;-0,029;-60,874
"ir";-58,874;12,378;742,599;-403,497
"ter";-69,064;-2,634;492,513;-90,55
"um";-174,069;106,027;243,93;-109,578
"uma";-90,618;64,287;252,155;-152,595
"poder";-0,502;-35,874;-4,831;79,506
"haver";23,783;-1,779;7,088;-40,265
"n";-0,033;-229,817;-51,331;496,286
"sua";1,755;9,854;-33,011;0,325
"fazer";3,906;-0,069;155,579;-174,96
"estar";-25,406;-3,273;358,018;-97,915
"seu";-0,026;61,371;-15,978;-17,856
"outro";-0,862;-0,349;33,016;-13,077
"todo";0,14;-0,614;45,171;-32,712
"essa";0;-3,43;46,731;-18,853
"eu";-61,985;-114,996;1365,991;-198,51
"sobre";-2,763;42,625;14,83;-70,596
"esse";-6,124;-0,036;156,569;-72,391
"isso";-9,916;-3,433;234,24;-74,148
"qual";30,365;0,61;-17,172;-9,052
"parte";525,425;-48,407;-60,266;-113,715
"ele";-102,19;-6,913;598,477;-73,937
"primeiro";-87,51;260,528;7,095;-78,155
"sem";9,165;-2,971;-4,144;0,114
"entre";-0,844;-0,299;-20,747;32,535
"qualquer";0;11,568;-0,704;-7,387
"segundo";-1,603;10,719;3,564;-13,725
"quanto";97,73;-10,078;-31,81;-5,45
"estado";-36,755;47,62;3,098;-4,438
"tal";34,25;-15,755;-15,198;1,618
"fim";4,939;-12,242;-44,34;52,419
"sob";27,855;-23,533;-19,632;10,792
"nós";-77,296;-13,159;680,92;-109,981
"dois";18,982;0,819;1,928;-47,884
"contra";-13,148;42,171;-3,182;-1,226
"me";5,079;-41,368;149,802;-48,767
"b";18,731;3,697;-11,22;-13,108
"esta";27,102;-9,315;-19,682;2,316
"quem";-54,79;-8,671;363,726;-39,744
"após";0,106;1,117;6,165;-13,667
"somente";8,916;-1,331;-25,104;6,272
"aquele";0,104;-0,703;9,012;-4,933
"i";3,893;-4,686;-3,764;3,411
"durante";-36,148;69,551;-0,002;-3,986
"nenhum";0,096;0,002;44,722;-41,822
"pro";-74,078;-39,935;644,971;-53,139
"este";12,705;-9,667;-2,132;0,426
"ela";-1,52;5,629;21,58;-28,361
"p";-21,556;18,032;-6,694;9,204
"meu";12,401;-34,795;27,577;-6,483
"algum";-6,498;-0,004;76,7;-26,392
"aquela";6,329;-6,072;9,318;-8,873
"desde";11,884;0,385;-5,318;-5,19
"nosso";-24,456;-0,21;133,156;-21,776
"tanto";-0,701;4,762;-0,022;-1,431
"alguma";-14,595;-0,044;82,012;-15,067
"cada";-0,75;5,892;-0,34;-1,042
"mil";-25,45;146,777;-7,463;-20,021
"acercar";11,623;-0,069;-24,178;1,096
"três";-0,129;1,233;25,085;-28,179
"si";-2,962;-0,805;-21,649;49,318
"minha";-1,821;-25,562;92,093;-4,329
"mediante";0,668;0,821;-14,647;2,777
"milhão";-43,922;95,7;4,728;-23,317
"quatro";-3,07;0,881;14,113;-6,159
"nome";-25,991;2,753;96,296;-26,036
"você";-50,916;-10,094;372,792;-43,162
"1";-0,048;-15,851;-7,897;47,358
"ante";39,343;-25,999;-30,547;11,958
"cujo";4,033;-0,218;-0,12;-1,914
"d";-1,015;15,336;-4,598;-0,95
"povo";-48,007;0,478;96,296;-4,509
"ambos";16,381;-1,971;-0,831;-4,498
"nossa";-17,14;1,131;56,083;-11,666
"lhe";7,153;-3,395;7,92;-12,759
"trabalho";-0,674;-0,268;47,825;-23,737
"perante";-0,926;10,207;1,077;-10,108
"cuja";5,086;-2,276;-8,412;3,031
"in";4,352;-3,444;-13,484;8,899
"v";-0,064;0,441;-2,002;0,775
"maioria";14,622;-3,362;-7,463;0,048
"s";1,879;-3,335;-0,886;1,547
"tentar";-18,92;0,265;105,279;-26,499
"vossa";1,659;-17,093;67,846;-21,631
"muita";-3,951;0,938;23,13;-10,332
"ali";-12,858;-1,371;93,269;-13,669
"9";-24,193;-20,372;-12,409;173,58
"vário";-15,197;1,466;53,627;-13,527
"consoante";2,712;-14,362;-9,332;23,844
"2";-1,814;-7,308;0,015;17,004
"ai";-12,858;-22,756;-18,137;160,337
"aquilo";-10,011;-6,929;125,103;-16,364
"5";3,432;-11,832;-15,522;26,072
"apesar";0,296;-0,216;0,719;-0,783
"vinte";-10,191;21,6;-2,286;0,005
"oito";-22,844;-4,279;0,024;51,382
"mim";-1,365;-9,557;68,542;-9,576
"alguém";-11,36;-3,012;77,29;-6,571
"cinco";0,108;1,59;3,394;-11,068
"ninguém";-16,725;-4,798;117,673;-10,16
"j";-4,482;-9,443;-8,445;65,538
"dez";-0,006;0,458;-0,266;-0,021
"3";1,482;-6,989;-0,801;4,871
"isto";-0,66;-0,106;-0,699;3,91
"seis";-7,598;28,387;-0,004;-5,867
"ah";-17,373;-1,142;99,838;-12,073
"lhes";-1,389;3,105;-0,528;0,017
"quê";-14,122;-10,475;141,53;-11,754
"f";-1,168;5,167;-0,049;-0,92
